1e77cd8bee353623,human,/m/01jfm_,1.0,0.314602,0.361287,0.741201,0.75482
353fceeab99bff98,human,/m/01jfm_,1.0,0.632931,0.670439,0.175095,0.193133
386df61eb273220f,human,/m/01jfm_,1.0,0.977961,0.999925,0.535757,0.586405
b244503298d55c4c,human,/m/01jfm_,1.0,0.136561,0.238975,0.586608,0.667045
84d2333675bb3666,human,/m/01jfm_,1.0,0.43854,0.560913,0.426515,0.503104
63025d527888af32,human,/m/01jfm_,1.0,0.450881,0.586327,0.50395,0.596563
a76872ff4885c8c3,human,/m/01jfm_,1.0,0.478262,0.603633,0.589363,0.685599
45948c8f21f3c8ee,human,/m/01jfm_,1.0,0.538729,0.700622,0.817584,0.96397
f287fcb0c949342a,human,/m/01jfm_,1.0,0.772215,0.896305,0.700594,0.752483
a68b09b25b979ed1,human,/m/01jfm_,1.0,0.096842,0.167205,0.602007,0.676469
34999e909748e2f7,human,/m/01jfm_,1.0,0.241316,0.343847,0.411218,0.477215
4de90b08bc37d19b,human,/m/01jfm_,1.0,0.06094,0.086047,0.36189,0.383337
1988e34f969d4b61,human,/m/01jfm_,1.0,0.122247,0.297484,0.60955,0.681539
4458147ecbb5d9df,human,/m/01jfm_,1.0,0.154201,0.205129,0.671827,0.740558
be70b38022b5ae81,human,/m/01jfm_,1.0,0.573614,0.743336,0.494103,0.558089
8cba07a2e3548b9f,human,/m/01jfm_,1.0,0.389942,0.646541,0.591614,0.669444
475de07c59d35a04,human,/m/01jfm_,1.0,0.13993,0.199358,0.460609,0.551688
31b323e3c8e7c68e,human,/m/01jfm_,1.0,0.142821,0.157074,0.572761,0.579742
6c15e5fada1dd51a,human,/m/01jfm_,1.0,0.204577,0.243118,0.591565,0.612478
605085da05a7e75c,human,/m/01jfm_,1.0,0.243486,0.289881,0.037849,0.053317
8bb155b77538022b,human,/m/01jfm_,1.0,0.331164,0.528092,0.456041,0.542239
61ba2f3b3295ef24,human,/m/01jfm_,1.0,0.338137,0.633387,0.505976,0.635324
763fd33155ab7595,human,/m/01jfm_,1.0,0.377344,0.598257,0.552222,0.668272
fb54bfac0dc37874,human,/m/01jfm_,1.0,0.902937,0.960972,0.16374,0.184158
cffe4637de92e975,human,/m/01jfm_,1.0,0.612076,0.810308,0.496839,0.580099
e0fbc2503aad86f7,human,/m/01jfm_,1.0,0.872372,0.911111,0.549519,0.573138
cc69383030708531,human,/m/01jfm_,1.0,0.624974,0.733837,0.604132,0.669476
0125fb0d572611a3,human,/m/01jfm_,1.0,0.366329,0.635466,0.597038,0.675463
24c1fc0bf63da815,human,/m/01jfm_,1.0,0.191298,0.228159,0.45739,0.473849
ce7590484c4b644c,human,/m/01jfm_,1.0,0.401258,0.589436,0.686232,0.744895
13628720bc962136,human,/m/01jfm_,1.0,0.649397,0.785432,0.588158,0.700248
8b69ccc45bc109eb,human,/m/01jfm_,1.0,0.0,0.02952,0.049974,0.073092
5ae4d284357b54c5,human,/m/01jfm_,1.0,0.433165,0.510569,0.598223,0.66223
8f0bb18b179f33c6,human,/m/01jfm_,1.0,0.347436,0.540954,0.647403,0.732646
82eafa99647097fa,human,/m/01jfm_,1.0,8.2e-05,0.047305,0.503767,0.544988
ca64354d040909d4,human,/m/01jfm_,1.0,0.397751,0.525968,0.696791,0.759928
1e77cd8bee353623,human,/m/01jfm_,1.0,0.550946,0.577207,0.680886,0.690614
